,national_qr,international_qr,date_first_detected,date_last_detected
fec945f030a31f7dc89f914d3496830b,1.0,,2021-11-12,2024-06-16
fefe53f3835420f28f4480b626e17c05,1.0,,2021-11-12,2024-06-16
ff356f1626647b37155f30d0b525d378,1.0,,2021-11-12,2024-06-16
d34db8c996d11f99b96b172acbf7f2fc,1.0,,2021-11-12,2024-06-16
d3a127e823abebe4b0903b8741b7ba5e,1.0,,2021-11-12,2024-06-16
d049a4fdfc6b40e071b32da8ea228804,1.0,,2021-11-12,2024-06-16
d10219702cce5e00e5738cf11c5e6a5e,1.0,,2021-11-12,2024-06-16
d1111bba175ea5b3f845cef7127acf7a,1.0,,2021-11-12,2024-06-16
d17b688bc4bb5256819517ca0500610b,1.0,,2021-11-12,2024-06-16
d1cabf00aeea61c3ed4dffae1f9f4a56,1.0,,2021-11-12,2024-06-16
d1d2bdd8db81fd0eb05af074fcebe30d,1.0,,2021-11-12,2024-06-16
d203248617c46821c4c07ea53afdcab8,1.0,,2021-11-12,2024-06-16
d215bc7ab984e367281d430730f06dc4,1.0,,2021-11-12,2024-06-16
d22ef08468f74693090ad02e56a5c616,1.0,,2021-11-12,2024-06-16
d26cbe01d0f7671d203aa942eaff6f99,1.0,,2021-11-12,2024-06-16
d3042cc41ee107ab24682eb179ce50a6,1.0,,2021-11-12,2024-06-16
d752da7b64e01660918a89b4ed5ae0a2,1.0,,2021-11-12,2024-06-16
d78d34414c64d6f0af9f1493575c41ea,1.0,,2021-11-12,2024-06-16
d7affed92139b2071810470e4f8655ab,1.0,,2021-11-12,2024-06-16
d487a80532f11102b4978f893e425c08,1.0,,2021-11-12,2024-06-16
d5133cb805feb1ca59023694b8d49e4c,1.0,,2021-11-12,2024-06-16
d53f42942e0cda974bb8f5d6fea4e7a0,1.0,,2021-11-12,2024-06-16
d541ce4d028ee744fdb7a06b76796fe8,1.0,,2021-11-12,2024-06-16
d58ad42d0b2c947abd0c35dd1b89298c,1.0,,2021-11-12,2024-06-16
d5ab55a560fd954226e6d40cdd32a173,1.0,,2021-11-12,2024-06-16
d601692d6be47985cf2b65b5814a8fc9,1.0,,2021-11-12,2024-06-16
d6073e07980e5527258d419da06cbd61,1.0,,2021-11-12,2024-06-16
d62238069b028f1eac4dee71eaf124ef,1.0,,2021-11-12,2024-06-16
d6a68e077a20ba222f32b7dff51b7700,1.0,,2021-11-12,2024-06-16
d724d55b008517934fbbb07ec42fc1b2,1.0,,2021-11-12,2024-06-16
d87cec9b2a55214bdf0cbae6d698be30,1.0,,2021-11-12,2024-06-16
d900a8c480fc9334d0a6b2abe4155484,1.0,,2021-11-12,2024-06-16
d9711276b54a09df70a01f5b19cb8817,1.0,,2021-11-12,2024-06-16
d97514db53b43946c21b83eb24718647,1.0,,2021-11-12,2024-06-16
d98aad10e740c45cb01f223127f4cb06,1.0,,2021-11-12,2024-06-16
d9be26a72a7f51a30663e85290d96815,1.0,,2021-11-12,2024-06-16
da6bfbd51919354374d2ccec29db264a,1.0,,2021-11-12,2024-06-16
daa402594a61bd388f6ecf915824c8e0,1.0,,2021-11-12,2024-06-16
dc2567f2616a05043d49d005bfdcb824,1.0,,2021-11-12,2024-06-16
dc5c9c874a3015e15d5f6eb74baaebfc,1.0,,2021-11-12,2024-06-16
dcedec51c9773d5422aad4a07af5ec10,1.0,,2021-11-12,2024-06-16
dd0173a0f768fc6a0d2135f20618fa3e,1.0,,2021-11-12,2024-06-16
dd2df75b2d35563793a1028ecb81cc3a,1.0,,2021-11-12,2024-06-16
dd4ebeb637f34958ead96337356a31fb,1.0,,2021-11-12,2024-06-16
dd62e1ecad091509aa6cebd7e982b81f,1.0,,2021-11-12,2024-06-16
dd691a8a545a6d836305b83c7128587c,1.0,,2021-11-12,2024-06-16
dd8e3721d87413730245bc8ea86f5ad5,1.0,,2021-11-12,2024-06-16
dd88a9a3709a37bf4bd09aca18230cb2,1.0,,2021-11-12,2024-06-16
de01b4f9132f299d80bd79ec8d0166b6,1.0,,2021-11-12,2024-06-16
df1062e56d93a65052a270dab2c61681,1.0,,2021-11-12,2024-06-16
e3e5f99c19ae6093ac40c77c4f7c6116,1.0,,2021-11-12,2024-06-16
e35eeeb204bd31b0277b92e4e1196c95,1.0,,2021-11-12,2024-06-16
e358a768c6354a2b3a98b54046a20faf,1.0,,2021-11-12,2024-06-16
e388c5a099b6893d21dc95ba0b294b7b,1.0,,2021-11-12,2024-06-16
e3cf9f89c9845e9cf4be6638d9983918,1.0,,2021-11-12,2024-06-16
e3d4983277496879b65b5f54e5a2a03a,1.0,,2021-11-12,2024-06-16
e0008820505f72ad3fcb4e8beba64013,1.0,,2021-11-12,2024-06-16
e014df359e3d3605765c94e0e96d2ebf,1.0,,2021-11-12,2024-06-16
e02481f1a4b37d8053723c3c5ba94380,1.0,,2021-11-12,2024-06-16
e044f1e1e6f274d5b57686ed4a652dd9,1.0,,2021-11-12,2024-06-16
e0c0ad1c5a1f0e7c3f11062836acef00,1.0,,2021-11-12,2024-06-16
e1340311c90df8da4c24ceae4a63f7c1,1.0,,2021-11-12,2024-06-16
e15077273adce460f021db720fb433db,1.0,,2021-11-12,2024-06-16
e208ea0b1403cf5d4b7832d950a82e26,1.0,,2021-11-12,2024-06-16
e22909757774f264528319f0331cebf1,1.0,,2021-11-12,2024-06-16
e271b5a222cae61b79fc78c4d70fbff0,1.0,,2021-11-12,2024-06-16
e28cff1e7455b5f5fcea6387da55ff20,1.0,,2021-11-12,2024-06-16
e2d0e3b3f6dcaa33dd7223d2f991573b,1.0,,2021-11-12,2024-06-16
e2d383bbd36afb0f4586778c1f6d3aec,1.0,,2021-11-12,2024-06-16
e77dac14f3ccab6797a36f1dab5ea12b,1.0,,2021-11-12,2024-06-16
e77137f2800145295014a86a5c74540f,1.0,,2021-11-12,2024-06-16
e79887e630092cdcd668fe3947ce05bc,1.0,,2021-11-12,2024-06-16
e7a5bda3808505ed1e0b9ac2e647904c,1.0,,2021-11-12,2024-06-16
e40d540c631b2f0f9aac758b4853a15e,1.0,,2021-11-12,2024-06-16
e4a1aa8117bc46c72f68b8062844b89e,1.0,,2021-11-12,2024-06-16
e4a68b8ae5985e3d3aafc894e19cc2f5,1.0,,2021-11-12,2024-06-16
e505456c77d0b073d5f3c2b433ce57d3,1.0,,2021-11-12,2024-06-16
e53daab5109ec2c45872c95d79236f1d,1.0,,2021-11-12,2024-06-16
e546ede99cadbfe8c59ee4846264d924,1.0,,2021-11-12,2024-06-16
e5e8b4c17d263a0928991569f6acdfc1,1.0,,2021-11-12,2024-06-16
e612c3d60d6d236b18abc2cda7b7b47f,1.0,,2021-11-12,2024-06-16
e63dcfbd91de094fed17a97ff309beb8,1.0,,2021-11-12,2024-06-16
e63979b273adc0d342615a26340fa09f,1.0,,2021-11-12,2024-06-16
e69fa625494fad26d2d36010ca3f49af,1.0,,2021-11-12,2024-06-16
e69f1e7a887d86baaf5e48535f933919,1.0,,2021-11-12,2024-06-16
e6a34702e78180266bee5b37d9badf45,1.0,,2021-11-12,2024-06-16
e6f805e4a7fc545239ed4a15a6397700,1.0,,2021-11-12,2024-06-16
ebc80def7302b1570f163d62196486ac,1.0,,2021-11-12,2024-06-16
e8207b8535e71062cfa2fd899e5e087a,1.0,,2021-11-12,2024-06-16
e8c3039432ff0efc299ec4c999af205b,1.0,,2021-11-12,2024-06-16
e8c372f1959e97b666e1a97d5f565022,1.0,,2021-11-12,2024-06-16
e95e97ab888e8d6d1f629b57cf330df2,1.0,,2021-11-12,2024-06-16
e9f21e62030862c7dcc9c8642feba42a,1.0,,2021-11-12,2024-06-16
ead716bd82b248135ed3e926ca35a338,1.0,,2021-11-12,2024-06-16
eb2275a072e8a16af0b20b1da0d5568e,1.0,,2021-11-12,2024-06-16
eb3e8ab9a346a78bdfe8289f25689955,1.0,,2021-11-12,2024-06-16
efe910eeab4f373e33751557bb445fec,1.0,,2021-11-12,2024-06-16
efcaed8d41c4327c424345be2825a2f2,1.0,,2021-11-12,2024-06-16
eca352c3e332288f90787e9cb4bf6042,1.0,,2021-11-12,2024-06-16
ecb539685968095e3a1451e2d4cbfd12,1.0,,2021-11-12,2024-06-16
ed73f91a185dc94606a3efe065ce7531,1.0,,2021-11-12,2024-06-16
eda5e7a6f4572163145e55a8c707b51a,1.0,,2021-11-12,2024-06-16
edb2241c53840728c5d97a57dc3339d3,1.0,,2021-11-12,2024-06-16
ee69aec0ea10dfe690364c20f93902dc,1.0,,2021-11-12,2024-06-16
f35654bcaef582a4abd38176179276fe,1.0,,2021-11-12,2024-06-16
f35870c08b29dd239503df03cf0234c0,1.0,,2021-11-12,2024-06-16
f38987729ae46c9fb99a5ee07f663c82,1.0,,2021-11-12,2024-06-16
f3a5e4ab55c76abbfc407c2a5ce6d697,1.0,,2021-11-12,2024-06-16
f04344ec87fc230da1b87756abd902fe,1.0,,2021-11-12,2024-06-16
f044571dbb29908387669221abc4103b,1.0,,2021-11-12,2024-06-16
f0a9dc4e7d0a06de1d3c49b845609be8,1.0,,2021-11-12,2024-06-16
f0e0d56869940eced5b94694cb8d8188,1.0,,2021-11-12,2024-06-16
f148886ef679b9a6eb10e2b29058c8cd,1.0,,2021-11-12,2024-06-16
f16f36cdb4318b83a62565b17526081c,1.0,,2021-11-12,2024-06-16
f19a7860038667fd0a771eeedb3aad33,1.0,,2021-11-12,2024-06-16
f1c4c235a5ef209a573d55bb26df5838,1.0,,2021-11-12,2024-06-16
f218e1c979cf68598d24848c3f7416b7,1.0,,2021-11-12,2024-06-16
f237af3fdb07932c23e2c2c10bb47cf1,1.0,,2021-11-12,2024-06-16
f2395ddd54f15469f9314fc6d246381e,1.0,,2021-11-12,2024-06-16
f2778997b4c45513f8d45251c9d4735a,1.0,,2021-11-12,2024-06-16
f289ea626b9531852ffb0d9a13f1c016,1.0,,2021-11-12,2024-06-16
f296fc87590d8890ce53a4301e906c84,1.0,,2021-11-12,2024-06-16
f7efb0773b61beea53557cc823d04623,1.0,,2021-11-12,2024-06-16
f777b155f9daaf025ac5d7d5d581e314,1.0,,2021-11-12,2024-06-16
f7bc5bb941b6776ffbac76e72407f578,1.0,,2021-11-12,2024-06-16
f4083dacc2adfd2bfd93847ff822d016,1.0,,2021-11-12,2024-06-16
f4214436733a9b4f12e82a2054254fcf,1.0,,2021-11-12,2024-06-16
f50d94b7434e09c3cc913c4fe78731fe,1.0,,2021-11-12,2024-06-16
f60e6345fee58465426d8cfa153cbb0d,1.0,,2021-11-12,2024-06-16
f6efe9f0b29e951765ec9cda85d44faf,1.0,,2021-11-12,2024-06-16
f7383499a33700b3754c9a8ef23788fc,1.0,,2021-11-12,2024-06-16
f73cb190d4e90425d2f6900cd205111b,1.0,,2021-11-12,2024-06-16
0357255d6f718217b6cf23a91aaeeacd,1.0,,2021-11-12,2024-06-16
038c0d021298f3998839220f8d485724,1.0,,2021-11-12,2024-06-16
0395f748260e7d001506dc1c5e55a2cc,1.0,,2021-11-12,2024-06-16
0005817a6acadf7fda108d4b136e4a7f,1.0,,2021-11-12,2024-06-16
002cbbd31233349dbd53830f2403c513,1.0,,2021-11-12,2024-06-16
003e0e840a7119509fa260b94e222c03,1.0,,2021-11-12,2024-06-16
004b73e10b2032428b5fcddc613e8102,1.0,,2021-11-12,2024-06-16
008b1252162291c6c68994008337767d,1.0,,2021-11-12,2024-06-16
00983e751c67e83003255b60ed8b9f8b,1.0,,2021-11-12,2024-06-16
00f5edece08e5f70577ac7b4c278c20b,1.0,,2021-11-12,2024-06-16
01694183020592cd6a9a6ab9d4094fed,1.0,,2021-11-12,2024-06-16
01c4ab80c68ea23f22074ea794622ad7,1.0,,2021-11-12,2024-06-16
0201ec5264646246fd60faeee84d07eb,1.0,,2021-11-12,2024-06-16
0233db1a6cbd1e7a1c44bd5546c1f58e,1.0,,2021-11-12,2024-06-16
0246332e69a829ec5c78af8946347081,1.0,,2021-11-12,2024-06-16
0258dc410932c7dbba7df67c3161b36b,1.0,,2021-11-12,2024-06-16
02bf1b788d8645f6981b8f16f847771b,1.0,,2021-11-12,2024-06-16
07b32ab1f2658be53d44a82e52203bcc,1.0,,2021-11-12,2024-06-16
07b8cebd62bc6dca3c0dc1a3c7abe29f,1.0,,2021-11-12,2024-06-16
040119c5a68d7a57e88256c443f3eeb4,1.0,,2021-11-12,2024-06-16
0459d365d83b7187571ef8d2bce80957,1.0,,2021-11-12,2024-06-16
0466cb7443516c47919e2b5259734c35,1.0,,2021-11-12,2024-06-16
047a1d35228d941cc741845f6a0b0042,1.0,,2021-11-12,2024-06-16
04899f747e534f1bb0c02ccb7e8ad8d1,1.0,,2021-11-12,2024-06-16
04ba2793bb01f4ca81b42cfa936d47ed,1.0,,2021-11-12,2024-06-16
052477976767d47d7c2e3b404c98bf5c,1.0,,2021-11-12,2024-06-16
0590574c5f41a5c0b1e6e38a6b3c3dc9,1.0,,2021-11-12,2024-06-16
05a1f27ade7493de0e0542d9e7919dd4,1.0,,2021-11-12,2024-06-16
05b1f42e93ca8db8537c2904e77dd401,1.0,,2021-11-12,2024-06-16
05bb8754c6de77dd5cbfa46d1bf2b282,1.0,,2021-11-12,2024-06-16
05bc7f00e9d3c821071c85ad5757c06e,1.0,,2021-11-12,2024-06-16
05d99ea317190ab408715a4fe6205c5f,1.0,,2021-11-12,2024-06-16
063fd8cc22e29f2f96276df3596d5713,1.0,,2021-11-12,2024-06-16
0634e681dc492277a0d7e284e57cc5b4,1.0,,2021-11-12,2024-06-16
0becf8991b66f1103efb105d63083965,1.0,,2021-11-12,2024-06-16
083f082dfe676c1a8fe8f416117b0f5d,1.0,,2021-11-12,2024-06-16
0878d67e172cd39fad2b0b371a3a4618,1.0,,2021-11-12,2024-06-16
089024d4aed61ed7d8829cc93ab1a50a,1.0,,2021-11-12,2024-06-16
090dbfb37ab912a3256ed12a2ddd1f1f,1.0,,2021-11-12,2024-06-16
094f51e86df2b4a5b884b974300aeaff,1.0,,2021-11-12,2024-06-16
0995c42e9e772f9a146a9e8bd9747def,1.0,,2021-11-12,2024-06-16
09ce5e69c74c51f2baefb2cc42ba6267,1.0,,2021-11-12,2024-06-16
09e1a3ba59c35b647a0ce1541f030cfe,1.0,,2021-11-12,2024-06-16
0a12e2ccc02a73b5ac91e246bbd0485d,1.0,,2021-11-12,2024-06-16
0a20c28de06b4e66baf261230411f487,1.0,,2021-11-12,2024-06-16
0a4a6d4cce301d1d9ec48e8cd7bde989,1.0,,2021-11-12,2024-06-16
0f699f3ca39ad3caf1b8979706d7c4e2,1.0,,2021-11-12,2024-06-16
0fae1aa7d6b2c3c7dfe76493886ac3f1,1.0,,2021-11-12,2024-06-16
0fbf383b69185c0393308ec62dd23725,1.0,,2021-11-12,2024-06-16
0c007e2a20f22a2ad6cc7c6739cd106b,1.0,,2021-11-12,2024-06-16
0c1aa9798f4744adfe88d990c6bc0af9,1.0,,2021-11-12,2024-06-16
0d30027b38b84d9fdf2637069e936239,1.0,,2021-11-12,2024-06-16
0d51fc10209a01a8076bfc1469b730c5,1.0,,2021-11-12,2024-06-16
0d7b9774a8a896a0da9044cbffe9bd80,1.0,,2021-11-12,2024-06-16
0dc22f122bf111689891f35fdaac0621,1.0,,2021-11-12,2024-06-16
0e14ce86a566d529a79a934c99617cb3,1.0,,2021-11-12,2024-06-16
0e219bd31c9a088b06393e2fae2f00fd,1.0,,2021-11-12,2024-06-16
0e2490b3b544d4bf0461b113322505b3,1.0,,2021-11-12,2024-06-16
0eae1c519e2e8d7ae9cb0591429234d8,1.0,,2021-11-12,2024-06-16
0ea01c371f49d06b291f40eaf8176711,1.0,,2021-11-12,2024-06-16
0eb011f5a417414c5ec3d584a74f4306,1.0,,2021-11-12,2024-06-16
1363c07b4cc3e6e16bf946d916f27597,1.0,,2021-11-12,2024-06-16
1364c2052a89b788e14afe8b2f90ed1d,1.0,,2021-11-12,2024-06-16
136ca9e4340b9fbf2bda02ba08eae10a,1.0,,2021-11-12,2024-06-16
104908fb0c7de5a104847db2f8a351fe,1.0,,2021-11-12,2024-06-16
10e1191b36ff7fe68adeeb4a56da26f5,1.0,,2021-11-12,2024-06-16
10f30a1203c6d1a8a13269da7f32ad1a,1.0,,2021-11-12,2024-06-16
10f7f3acdbce394232ba41768454503d,1.0,,2021-11-12,2024-06-16
111127cd1922e78096fe6401c4dbbb1d,1.0,,2021-11-12,2024-06-16
11329f8011d57ce3507dcb5d201259c2,1.0,,2021-11-12,2024-06-16
1149e15d27a3d70dabf31b4b8ae5c68f,1.0,,2021-11-12,2024-06-16
116ce1b55411a7038f05e5993bd7fbcb,1.0,,2021-11-12,2024-06-16
1172c34cd1416b85f329a4de68e596b6,1.0,,2021-11-12,2024-06-16
1193cab59be01eff4fde5ed1a2b5f07f,1.0,,2021-11-12,2024-06-16
11c055dc3041652973c67d1df6f1aef6,1.0,,2021-11-12,2024-06-16
12718de7e2858f5d937e35d3cebf82c2,1.0,,2021-11-12,2024-06-16
1275efd77cb161580b7cbbd4aadff2af,1.0,,2021-11-12,2024-06-16
12ee53f742bb339c9357850d6961af15,1.0,,2021-11-12,2024-06-16
12fd72852a7ef8f263f998255d9b210e,1.0,,2021-11-12,2024-06-16
12f0dde0aacfd10bb934f26f9e4bf939,1.0,,2021-11-12,2024-06-16
130b923283194d84dcdd24ff4e62ab01,1.0,,2021-11-12,2024-06-16
17d1902b8cdebe416fc4a384a9e32b10,1.0,,2021-11-12,2024-06-16
17d4f914bbd8ee3b8adab0292e49ed25,1.0,,2021-11-12,2024-06-16
17d5f7c75de2048d387d7dfc8bc67cec,1.0,,2021-11-12,2024-06-16
141f7a0bc99be8c06cee47e868238e60,1.0,,2021-11-12,2024-06-16
14240de3d807c6cbf936447768f3b939,1.0,,2021-11-12,2024-06-16
1493c502e4ed14686f2d72ad206944c8,1.0,,2021-11-12,2024-06-16
14ec78ebcab09209faaccfcc00dbdddd,1.0,,2021-11-12,2024-06-16
14fb70d64b905e5b5849e9e4b3a7e0a9,1.0,,2021-11-12,2024-06-16
151be88e7b94cb779bf2d5a996ee1b4f,1.0,,2021-11-12,2024-06-16
15203440ca57369cff6b8df9647f96ae,1.0,,2021-11-12,2024-06-16
1528a2cbf2af623ce10135a2157f8dd9,1.0,,2021-11-12,2024-06-16
154c07d74f8b4a6a09906e916d32d4ea,1.0,,2021-11-12,2024-06-16
16022ca512fcb051a1b0189e1343d467,1.0,,2021-11-12,2024-06-16
1696c89a05d9b19000fc95f43e12b121,1.0,,2021-11-12,2024-06-16
17106c0233793bdf886ad3bd1e11b412,1.0,,2021-11-12,2024-06-16
1ba0dddffc1380dbf40ffa52c65a5758,1.0,,2021-11-12,2024-06-16
1815e096aaaf9f9751b0942fd89b88b9,1.0,,2021-11-12,2024-06-16
182fa3f4a3b55b7f9d8f82c651e7fc35,1.0,,2021-11-12,2024-06-16
182671462d9d9d4183660baa8588eb41,1.0,,2021-11-12,2024-06-16
186e96e51dd2f142260e84a95d783a36,1.0,,2021-11-12,2024-06-16
189d095a06f274fdc28f38d32c6256de,1.0,,2021-11-12,2024-06-16
18fb32c9664b337c60caa119236e820a,1.0,,2021-11-12,2024-06-16
1909a8e5ea9aeadf83eed147a101d921,1.0,,2021-11-12,2024-06-16
195693537f5a11c84e25ddf67b866570,1.0,,2021-11-12,2024-06-16
198d96e86dea17d1f2e963f1249df48b,1.0,,2021-11-12,2024-06-16
1a4b87dd069b1eac46f89ca20076b0c6,1.0,,2021-11-12,2024-06-16
1aa887c21b483d1e47d5308f15eea5be,1.0,,2021-11-12,2024-06-16
1fe285c931c661083b21eef9b355b957,1.0,,2021-11-12,2024-06-16
1fe6b7b839d7ded9032b58609b73e3d7,1.0,,2021-11-12,2024-06-16
1c367bb73e00f1fceea42f78b8840c7a,1.0,,2021-11-12,2024-06-16
1c7788f9c548a1ac64f5c2a1bd957739,1.0,,2021-11-12,2024-06-16
1c81815277f413859736484ccff68a2f,1.0,,2021-11-12,2024-06-16
1d14caf9132ef8a67fcaa8a858a4b7de,1.0,,2021-11-12,2024-06-16
1dc590120cb6adac614aaa7d711610bc,1.0,,2021-11-12,2024-06-16
1df2b5f30cec61e8a600e4c691d4ee7e,1.0,,2021-11-12,2024-06-16
1e817e661788af53c18220f69d95801f,1.0,,2021-11-12,2024-06-16
1ed6a3a568362abb211879f34e54645a,1.0,,2021-11-12,2024-06-16
1ef5cf4b99b6fb629dd52d767fef89ef,1.0,,2021-11-12,2024-06-16
1efb9a39f0e03382c4086939af078c04,1.0,,2021-11-12,2024-06-16
1f35dd79be4e8916c45fd62c72d6b440,1.0,,2021-11-12,2024-06-16
23a82f1c016c185275e9b7bd161ff1ea,1.0,,2021-11-12,2024-06-16
23c6ae5128c01a558c5d502678c70d64,1.0,,2021-11-12,2024-06-16
202ab7d314bbac6869d8654d6d536ffe,1.0,,2021-11-12,2024-06-16
208c12e5f50c3056b70faafcc73ec5b7,1.0,,2021-11-12,2024-06-16
209115075d99ee69558546b1153ee694,1.0,,2021-11-12,2024-06-16
20c128745406970b257b9c1faefcf34d,1.0,,2021-11-12,2024-06-16
2110d2327d4f4cd8d40b49e43fa9cd29,1.0,,2021-11-12,2024-06-16
21632780dd5d6c7e850a87006ff4ed92,1.0,,2021-11-12,2024-06-16
2184cc2bc653eb5a8c9c24baea04d523,1.0,,2021-11-12,2024-06-16
219b065c6e63efa75f65275cec433fd1,1.0,,2021-11-12,2024-06-16
21bbd9677f1328c9182a2bac346856fb,1.0,,2021-11-12,2024-06-16
2250ab2865ccf152094bd8534a27b903,1.0,,2021-11-12,2024-06-16
226ab0051a7104a5a5edfd13564d48da,1.0,,2021-11-12,2024-06-16
2322717ebb788272b0be5b6a9970f6d4,1.0,,2021-11-12,2024-06-16
274f53e381e2087eff408e0873c1c781,1.0,,2021-11-12,2024-06-16
2750f8585137150e525a82c072a437f0,1.0,,2021-11-12,2024-06-16
2455e7b9ce78fb20dfe6cc8669c4e715,1.0,,2021-11-12,2024-06-16
245887a8bb1d556e47517a66de20669f,1.0,,2021-11-12,2024-06-16
246b57af98f6bc0447adefe57821b3f1,1.0,,2021-11-12,2024-06-16
252aaec37372381415c5bbb402ae005e,1.0,,2021-11-12,2024-06-16
25c53f08d21727d51d00e336ae17a0e8,1.0,,2021-11-12,2024-06-16
25cb6b55582a9c70bfb5ac80d32f523e,1.0,,2021-11-12,2024-06-16
25f036c01cda9510f0a34f4ee1181fad,1.0,,2021-11-12,2024-06-16
269b386bc08afe132087085597f60249,1.0,,2021-11-12,2024-06-16
2704f736368b75510acc07581ed7da99,1.0,,2021-11-12,2024-06-16
2be302aeb82ff625d42fb7f9e0a357e8,1.0,,2021-11-12,2024-06-16
2b48555301d560c1c8a6adac736af635,1.0,,2021-11-12,2024-06-16
2b5df956242f8648c94263776fdb1040,1.0,,2021-11-12,2024-06-16
2bc7394fd19ac05f886d4f023c417c99,1.0,,2021-11-12,2024-06-16
2bccbf726d3e90e5f244efb3b2fd9862,1.0,,2021-11-12,2024-06-16
280fdeb0f36b7f0afadcab562d7a1a7f,1.0,,2021-11-12,2024-06-16
281c42281f9b82cf468fdec048739a1c,1.0,,2021-11-12,2024-06-16
283ab79d3ede14d10637fe8a82006f6e,1.0,,2021-11-12,2024-06-16
28686aabea5eade9a6b697ac9950932c,1.0,,2021-11-12,2024-06-16
28c8f499aa9f9c1ea7bf1d8498445c96,1.0,,2021-11-12,2024-06-16
2904af7a749566412bdf873b9d3e0fc0,1.0,,2021-11-12,2024-06-16
2905d306f7c0467c23d5a3bf1ae18091,1.0,,2021-11-12,2024-06-16
293ef1a633326d986cd6ed98d285684c,1.0,,2021-11-12,2024-06-16
298d4b2595bc892c7f4301442245812e,1.0,,2021-11-12,2024-06-16
2a091fedcf67602987a9de0602d2d5cc,1.0,,2021-11-12,2024-06-16
2a26a4fdaec875454d404a5a6d818cf8,1.0,,2021-11-12,2024-06-16
2a55be5054857745bd9b69711e36082c,1.0,,2021-11-12,2024-06-16
2aefb1693d6e9ee83fc685bc72bd9676,1.0,,2021-11-12,2024-06-16
2b28ae202d27aa1f98cf9aeb248738e0,1.0,,2021-11-12,2024-06-16
2fc5f4df10236967afdf63dceb5495d4,1.0,,2021-11-12,2024-06-16
2c1df62e30483709bc13fa3af3d36f34,1.0,,2021-11-12,2024-06-16
2c29b17fdcde4035b1dc31e6d33da9f7,1.0,,2021-11-12,2024-06-16
2c6570c421ebb14139187c0f9a4395cf,1.0,,2021-11-12,2024-06-16
2c76f4ecbde1d10b0798bf910a9ca8c2,1.0,,2021-11-12,2024-06-16
2c8b0a5f0ddcff8fb80687ba222bf31a,1.0,,2021-11-12,2024-06-16
2cb4ee6d99e323a7fb8af71769a060c5,1.0,,2021-11-12,2024-06-16
2ce76b679d7182c12d0ca5b2c8e7c21c,1.0,,2021-11-12,2024-06-16
2d18d7c9a2c9a08acdf6d9cac2df39a0,1.0,,2021-11-12,2024-06-16
2d479066ac6ac19247d8de69013c0f66,1.0,,2021-11-12,2024-06-16
2d80465a3c5a17b7d6e323f4250f87e3,1.0,,2021-11-12,2024-06-16
2d9edfa279420c361c9be34ff59e42e4,1.0,,2021-11-12,2024-06-16
2dc2a0342a6eb8d432ae298b3bde0063,1.0,,2021-11-12,2024-06-16
2e7b7406f3e2cc6676b26308741f6719,1.0,,2021-11-12,2024-06-16
2f0079ebf3b286c43ec1c3a247a47ee6,1.0,,2021-11-12,2024-06-16
2f2a6538baf37f3fc9c7b66ad5ed8c1a,1.0,,2021-11-12,2024-06-16
300b40f3862c4f0601a10a11d257d032,1.0,,2021-11-12,2024-06-16
3014f9268daeb40b7218e17720746013,1.0,,2021-11-12,2024-06-16
302f96b51baf0cf677ae6e541855d387,1.0,,2021-11-12,2024-06-16
3061db8baa87830c8ed9bafa308a4be4,1.0,,2021-11-12,2024-06-16
30d3597b3f754a26f5d01971eddb95ea,1.0,,2021-11-12,2024-06-16
30e62b374ef0b929d37f89f9c77a5255,1.0,,2021-11-12,2024-06-16
313b61d9ef4a985a6379bdd8f4d07fb2,1.0,,2021-11-12,2024-06-16
3142bc69e259a3c1fb1f26618d474f6c,1.0,,2021-11-12,2024-06-16
317889703eff87cf1e474819aed4f03f,1.0,,2021-11-12,2024-06-16
317c9133c68495815e7975be5546f2fc,1.0,,2021-11-12,2024-06-16
318a8146ce5ab9e08dada8a79aef8533,1.0,,2021-11-12,2024-06-16
3254959f6a926a4772d7f6ee43de2ddb,1.0,,2021-11-12,2024-06-16
327180e0d3f95e5713843fec2c1d69c7,1.0,,2021-11-12,2024-06-16
32aa9252cfca5a8362a27f0169d1a956,1.0,,2021-11-12,2024-06-16
32f0c0427edebb584c040ce217dd5e54,1.0,,2021-11-12,2024-06-16
3320542aac2fdf07167c742cf4767e1a,1.0,,2021-11-12,2024-06-16
333609f5723fd4598920313fdc69a992,1.0,,2021-11-12,2024-06-16
376e808c16ed618d5be50e28a315eb23,1.0,,2021-11-12,2024-06-16
376c744f57586a60a27226987f24d711,1.0,,2021-11-12,2024-06-16
3770696514c65b4ac5f8c98ce663975d,1.0,,2021-11-12,2024-06-16
37808ed0da68dc82c317b05ba39c44e8,1.0,,2021-11-12,2024-06-16
379e7c6076579b6a6247af9755b4bf74,1.0,,2021-11-12,2024-06-16
344b2a344bef1c87d7500b8ee156e70f,1.0,,2021-11-12,2024-06-16
3487a51c0b5f6595bce6d7f92f284e1b,1.0,,2021-11-12,2024-06-16
349b480a3c9371dc965ec845cf7fbf4f,1.0,,2021-11-12,2024-06-16
34c735296a2e7eddad480f40d12c19b0,1.0,,2021-11-12,2024-06-16
34d4fa62f7638d0616370dc02eaf2663,1.0,,2021-11-12,2024-06-16
362092c1927efa89f7d0c7c654757d1f,1.0,,2021-11-12,2024-06-16
3680bb9aca5ee6235fa529ff9a89c0fc,1.0,,2021-11-12,2024-06-16
